Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:3, Quartzite Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:4, Blue Schist Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:5, Green Schist Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:6, Soapstone Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:7, Migmatite Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:0, Limestone Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:1, Chalk Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:2, Shale Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:3, Siltstone Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:4, Lignite Block Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:5, Dolomite Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:6, Greywacke Cassiterite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cassiterite_0:7, Chert Cassiterite Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:7, Chert Lead Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:0, Red Granite Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:1, Black Granite Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:2, Rhyolite Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:3, Andesite Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:4, Gabbro Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:5, Basalt Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:6, Komatiite Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_platinum_0:7, Dacite Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:0, Gneiss Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:1, Eclogite Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:2, Marble Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:3, Quartzite Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:4, Blue Schist Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:5, Green Schist Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:6, Soapstone Platinum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_platinum_0:7, Migmatite Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:0, Limestone Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:1, Chalk Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:2, Shale Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:3, Siltstone Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:4, Lignite Block Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:5, Dolomite Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:6, Greywacke Platinum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_platinum_0:7, Chert Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:0, Red Granite Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:1, Black Granite Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:2, Rhyolite Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:3, Andesite Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:4, Gabbro Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:5, Basalt Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:6, Komatiite Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_uraninite_0:7, Dacite Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:0, Gneiss Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:1, Eclogite Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:2, Marble Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:3, Quartzite Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:4, Blue Schist Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:5, Green Schist Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:6, Soapstone Uraninite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_uraninite_0:7, Migmatite Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:0, Limestone Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:1, Chalk Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:2, Shale Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:3, Siltstone Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:4, Lignite Block Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:5, Dolomite Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:6, Greywacke Uraninite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_uraninite_0:7, Chert Uraninite Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:0, Red Granite Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:1, Black Granite Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:2, Rhyolite Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:3, Andesite Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:4, Gabbro Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:5, Basalt Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:6, Komatiite Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_redstone_0:7, Dacite Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:0, Gneiss Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:1, Eclogite Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:2, Marble Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:3, Quartzite Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:4, Blue Schist Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:5, Green Schist Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:6, Soapstone Redstone Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_redstone_0:7, Migmatite Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:0, Limestone Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:1, Chalk Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:2, Shale Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:3, Siltstone Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:4, Lignite Block Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:5, Dolomite Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:6, Greywacke Redstone Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_redstone_0:7, Chert Redstone Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:0, Red Granite Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:1, Black Granite Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:2, Rhyolite Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:3, Andesite Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:4, Gabbro Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:5, Basalt Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:6, Komatiite Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_molybdenite_0:7, Dacite Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:0, Gneiss Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:1, Eclogite Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:2, Marble Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:3, Quartzite Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:4, Blue Schist Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:5, Green Schist Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:6, Soapstone Molybdenite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_molybdenite_0:7, Migmatite Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:0, Limestone Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:1, Chalk Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:2, Shale Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:3, Siltstone Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:4, Lignite Block Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:5, Dolomite Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:6, Greywacke Molybdenite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_molybdenite_0:7, Chert Molybdenite Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:0, Red Granite Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:1, Black Granite Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:2, Rhyolite Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:3, Andesite Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:4, Gabbro Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:5, Basalt Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:6, Komatiite Salt Ore
undergroundbiomes:igneous_stone_gregtech_ore_salt_0:7, Dacite Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:0, Gneiss Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:1, Eclogite Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:2, Marble Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:3, Quartzite Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:4, Blue Schist Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:5, Green Schist Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:6, Soapstone Salt Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_salt_0:7, Migmatite Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:0, Limestone Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:1, Chalk Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:2, Shale Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:3, Siltstone Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:4, Lignite Block Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:5, Dolomite Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:6, Greywacke Salt Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_salt_0:7, Chert Salt Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:7, Chert Lead Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:0, Red Granite Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:1, Black Granite Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:2, Rhyolite Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:3, Andesite Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:4, Gabbro Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:5, Basalt Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:6, Komatiite Plutonium 239 Ore
undergroundbiomes:igneous_stone_gregtech_ore_plutonium_0:7, Dacite Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:0, Gneiss Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:1, Eclogite Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:2, Marble Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:3, Quartzite Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:4, Blue Schist Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:5, Green Schist Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:6, Soapstone Plutonium 239 Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_plutonium_0:7, Migmatite Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:0, Limestone Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:1, Chalk Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:2, Shale Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:3, Siltstone Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:4, Lignite Block Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:5, Dolomite Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:6, Greywacke Plutonium 239 Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_plutonium_0:7, Chert Plutonium 239 Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_projectred-exploration_ore:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:5, Green Schist Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:6, Soapstone Ruby Ore
undergroundbiomes:metamorphic_stone_projectred-exploration_ore:7, Migmatite Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:0, Limestone Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:1, Chalk Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:2, Shale Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:3, Siltstone Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:4, Lignite Block Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:5, Dolomite Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:6, Greywacke Ruby Ore
undergroundbiomes:sedimentary_stone_projectred-exploration_ore:7, Chert Ruby Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:0, Red Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:1, Black Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:2, Rhyolite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:3, Andesite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:4, Gabbro Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:5, Basalt Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:6, Komatiite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:7, Dacite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:0, Gneiss Iridium Ore
